Id,Name,Position,Year,School,RASScore,AllTimeScore
473,Devin Glenn,WR,2019,Tulane,3.64,3.77
474,Kyle Sweet,WR,2019,Washington State,3.31,3.61
475,Marcus Weymiller,RB,2019,Northern Illinois,2.02,2.24
476,Rickey Neal Jr.,LB,2019,Northern Illinois,3.29,3.62
477,Brodrick Yancy,WR,2019,Temple,1.58,1.74
478,Chris Myarick,TE,2019,Temple,5.96,5.99
479,Jarrison Stewart,WR,2019,Texas Christian,3.73,4.1
480,Damion Willis,WR,2019,Troy,4.44,4.69
481,Brock Ruble,OT,2019,Toledo,1.68,1.79
482,DeQuan Bowman,WR,2019,Texas Tech,3.51,3.76
483,Terry Juniel,WR,2019,Texas-El Paso,1.66,1.82
484,Greg Campbell Jr.,WR,2019,UTSA,0,0
485,Stephen Louis,WR,2019,North Carolina State,4.3,4.61
486,Darrius Shepherd,WR,2019,North Dakota State,2.37,2.63
487,Daniel Khan,WR,2019,North Texas,0,0
488,D.J. Brown,WR,2019,Northern Illinois,1.74,1.96
489,Shawn Bane Jr.,WR,2019,Northwest Missouri State,7.04,7.24
490,Andrew Meyer,WR,2019,Ohio,2.65,2.91
491,Cory Contini,WR,2019,Ohio Dominican,5.32,5.54
492,Dar Stanford,WR,2019,Ohio Dominican,0,0
493,Andrew Celis,WR,2019,Nevada,0,0
494,Delane Hart-Johnson,WR,2019,New Mexico,3.13,3.31
495,Cassius Corley,WR,2019,New Mexico State,0,0
496,Royce Caldwell,WR,2019,New Mexico State,5.68,5.85
497,Booker Chambers,WR,2019,Mississippi Valley State,0,0
498,Emanuel Hall,WR,2019,Missouri,9.88,9.88
499,Braxton Graham,WR,2019,Missouri S&T,0,0
500,Reggie White Jr.,WR,2019,Monmouth,9.23,9.28
501,Keenan Curran,WR,2019,Montana,2.08,2.25
502,David Ungerer,WR,2019,Idaho,2.21,2.51
503,Sam Mays,WR,2019,Illinois,1.88,2.14
504,J-Shun Harris II,WR,2019,Indiana,4.27,4.49
505,Adrian Falconer,WR,2019,Iowa,0,0
506,Carson Epps,WR,2019,Iowa State,0,0
507,David Eldridge,WR,2019,James Madison,7.66,7.74
508,Deron Thompson,RB,2019,Kansas,0.4,0.54
509,Ryan Schadler,WR,2019,Kansas,4.78,5.07
510,John Wirtel,LS,2019,Kansas,5.21,5.51
511,Cornelius Sturghill,WR,2019,Louisville,0,0
512,Micah Wright,WR,2019,Maine,6.71,6.88
513,Juston Christian,WR,2019,Marist,6.81,7.01
514,Marcel Williams,WR,2019,Marshall,2.8,3.11
515,Melvin Holland Jr.,WR,2019,Minnesota,0,0
516,Tre Roberts,WR,2019,McNeese State,2.89,2.98
517,Darrell Langham,TE,2019,Miami,5.25,5.27
518,Chris Hudson,WR,2019,Miami OH,0,0
519,Malcolm Williams,WR,2019,Coastal Carolina,3.1,3.35
520,Bisi Johnson,WR,2019,Colorado State,8.16,8.35
521,Nehari Crawford,WR,2019,Duquesne,4.96,5.08
522,Terrell Green,WR,2019,East Carolina,3.24,3.52
523,Brink Jolly,OT,2019,Northern Illinois,0.16,0.26
524,KaJohn Armstrong,OG,2019,Eastern Michigan,8.22,8.26
525,Nsimba Webster,WR,2019,Eastern Washington,4.42,4.61
526,Corey Joyner,WR,2019,Elon,0,0
527,Dre Massey,WR,2019,Florida,2.3,2.56
528,Derek Barnes,WR,2019,Kentucky Wesleyan,2.13,2.37
529,Nick Dodson,WR,2019,Grand Valley State,5.02,5.26
530,Adam Scott,WR,2019,Harvard,0,0
531,Kyle Chung,OG,2019,Virginia Tech,5.32,5.55
532,Kyle Hill,WR,2019,Saint Anselm,3.68,3.92
533,Ahkil Crumpton,WR,2019,Georgia,2.6,2.84
534,Jamire Jordan,WR,2019,Fresno State,8.26,8.23
535,DaVante Phillips,WR,2019,Florida State,0,0
536,Dylan Mabin,CB,2019,Fordham,9.11,9.18
537,Jakari Dillard,WR,2019,Central Arkansas,0,0
538,Cam Stewart,WR,2019,Central Florida,2.15,2.43
539,JaDeion High,WR,2019,Texas Tech,4.47,4.72
540,Workpeh Kofa,WR,2019,Charlotte,0.57,0.71
541,Akile Davis,WR,2019,Brigham Young,0,0
542,Brandon Britton,WR,2019,Bowie State,0,0
543,Bryce Douglas,DT,2019,Northern Illinois,0.29,0.4
544,Matt Baker,WR,2019,Elon,3.94,4.22
545,Sean Modster,WR,2019,Boise State,5.38,5.56
546,Devin Reece,WR,2019,Ball State,0.2,0.29
547,Jalen Hurd,WR,2019,Baylor,8.21,8.32
548,Jared Cornelius,WR,2019,Arkansas,5.9,6.17
549,Justin McInnis,WR,2019,Arkansas State,5.87,6.06
550,Derek Kief,WR,2019,Alabama,5.04,5.36
551,Andre Wilson,WR,2019,Alabama Birmingham,1.01,1.2
552,Shun Brown,WR,2019,Arizona,0.92,1.17
553,Tony Ellison,WR,2019,Arizona,2.58,2.79
554,Dalton Risner,OC,2019,Kansas State,7.66,7.67
555,Alec Eberle,OC,2019,Florida State,2.06,2.14
556,Sam Mustipher,OC,2019,Notre Dame,0.86,0.95
557,Jesse Burkett,OC,2019,Stanford,1.5,1.52
558,Ryan Anderson,OC,2019,Wake Forest,4.61,4.59
559,Nick Watkins,CB,2019,Houston,0,0
560,Toa Lobendahn,OC,2019,Southern California,0,0
561,Tyler Gauthier,OC,2019,Miami,8.11,8.1
562,Sean Rawlings,OC,2019,Mississippi,0,0
563,John Keenoy,OC,2019,Western Michigan,2.81,2.9
564,Chandler Miller,OC,2019,Tulsa,7.23,7.25
565,Kyran Mitchell,RB,2019,Southern Methodist,0.45,0.72
566,Garrett Bradbury,OC,2019,North Carolina State,9.96,9.91
567,Ryan Crozier,OC,2019,Connecticut,9.06,9.07
568,Nick Allegretti,OC,2019,Illinois,7.47,7.6
569,Jordan Griffin,LB,2019,Vanderbilt,2.85,3.25
570,Lamont Gaillard,OC,2019,Georgia,4.83,4.77
571,Kirk Barron,OC,2019,Purdue,6.27,6.25
572,Corey Martinez,OC,2019,Florida State,0,0
573,Elgton Jenkins,OC,2019,Mississippi State,9.33,9.34
574,Brendan Moore,OC,2019,Maryland,5.77,5.66
575,Brian Lipscomb,LB,2019,Kansas,1.66,2.05
576,Ryeshene Bronson,WR,2019,South Florida,1.5,1.61
577,Deontae Crumitie,OC,2019,Troy,3.41,3.37
578,Zach Harmon,OC,2019,Duke,0,0
579,James OHagan,OC,2019,Buffalo,0.09,0.1
580,Nick Clarke,OC,2019,Old Dominion,0.28,0.38
581,Sean Krepsz,OC,2019,Nevada,3.48,3.61
582,Sumner Houston,OC,2019,Oregon State,0,0
583,Drew Kyser,OC,2019,Memphis,0,0
584,Connor Dintino,OC,2019,Pittsburgh,0,0
585,Brian Williams,CB,2019,Davenport,3.57,3.97
586,Mitch Palmer,OC,2019,Miami OH,0,0
587,Garrett McGhin,OC,2019,East Carolina,3.26,3.45
588,Larry Hughes,OT,2019,Southern Methodist,4.71,4.71
589,Luke Shively,OC,2019,Northern Illinois,0.36,0.47
590,Stefano Millin,OC,2019,Kent State,0,0
591,Matt Fitzpatrick,OC,2019,Duquesne,4.64,4.56
592,Daniel Oak,OC,2019,Connecticut,0,0
593,Jermaine Ponder,CB,2019,Saint Francis,9.06,9.15
594,Alex Joss,OC,2019,Ball State,0,0
595,Nate Howard,DE,2019,Austin Peay,2.78,2.99
596,Josh Casher,OC,2019,Alabama,0.64,0.76
597,Trey Adams,OT,2019,Washington,0,0
598,Martez Ivey,OT,2019,Florida,0.57,0.64
599,Kaleb McGary,OT,2019,Washington,9.83,9.78
600,Mitch Hyatt,OT,2019,Clemson,6.22,6
601,Michael Deiter,OT,2019,Wisconsin,5.62,5.45
602,Isaiah Prince,OT,2019,Ohio State,7.63,7.34
603,Max Scharping,OT,2019,Northern Illinois,8.83,8.77
604,Derrick Kelly II,OT,2019,Florida State,2.59,2.62
605,Yodny Cajuste,OT,2019,West Virginia,0,0
606,A.T. Hall,OT,2019,Stanford,3.82,3.79
607,Grant Newsome,OT,2019,Michigan,0,0
608,Kendall Baker,OT,2019,Georgia,0,0
609,Koda Martin,OT,2019,Texas A&M,7.83,7.52
610,Jackson Barton,OT,2019,Utah,8.28,8.05
611,Tyree St. Louis,OT,2019,Miami,2.87,2.94
612,Brandon Knight,OT,2019,Indiana,0,0
613,Paul Adams,OT,2019,Missouri,6.55,6.33
614,Tariq Cole,OT,2019,Rutgers,5.03,4.98
615,Lanard Bonner,OT,2019,Arkansas State,1.33,1.43
616,Joe Lowery,OT,2019,Ohio,4.29,4.17
617,Daniel Cooney,OT,2019,San Diego,0.76,0.85
618,Aaron Monteiro,OT,2019,Boston College,6.45,6.21
619,Patrick Lawrence,OT,2019,Baylor,0,0
620,Fred Johnson,OT,2019,Florida,3.45,3.42
621,Derwin Gray,OT,2019,Maryland,3.04,3.07
622,Kavaris Harkless,OT,2019,Florida,0.12,0.18
623,Quinn Bailey,OT,2019,Arizona State,4.36,4.31
624,Tommy Doles,OT,2019,Northwestern,5.1,4.98
625,Andre Dillard,OT,2019,Washington State,9.81,9.75
626,Blake Hance,OT,2019,Northwestern,7.25,6.93
627,Yosuah Nijman,OT,2019,Virginia Tech,9.8,9.77
628,Austin Hoyt,OT,2019,Brigham Young,0,0
629,Christian Harris,OT,2019,Duke,5.01,4.85
630,Noah Fisher,OT,2019,South Alabama,0,0
631,Nathan Jacobson,OT,2019,UNLV,1.59,1.61
632,Ryan Pope,OT,2019,San Diego State,8.18,8.04
633,Christian Cronk,OT,2019,Fresno State,0.96,1.02
634,Kerr Johnson Jr.,WR,2019,Kansas,3.38,3.57
635,Craig Reynolds,RB,2019,Kutztown,7.21,7.42
636,Shane Carpenter,OT,2019,Louisiana Tech,1.69,1.84
637,Calvin Anderson,OT,2019,Texas,8.7,8.52
638,Louis Vecchio,DE,2019,Vanderbilt,2.44,2.71
639,Jerrod Brooks,OT,2019,Texas-El Paso,3.77,3.69
640,John Leglue,OT,2019,Tulane,6.09,5.95
641,Devon Johnson,OT,2019,Ferris State,5.67,5.61
642,Justin Skule,OT,2019,Vanderbilt,7.16,6.95
643,Cody Boyer,OT,2019,Utah State,0,0
644,Myles Mouton,DE,2019,Tulsa,2.05,2.34
645,Jared Ruth,WR,2019,Mount Union,6.57,6.74
646,Durrell Wood,OG,2019,Ohio,7.82,7.86
647,Andy Whittier,CB,2019,Idaho State,7.78,7.83
648,Jaelin Robinson,OT,2019,Temple,5.45,5.39
649,Rodney Williams,FS,2019,Temple,2.6,3.01
650,Cody Conway,OT,2019,Syracuse,9.13,9
651,LaDarius Harris,DT,2019,Southern Mississippi,0,0
652,Chad Pursley,OT,2019,Southern Methodist,8.29,8.06
653,Blake Camper,OT,2019,South Carolina,7.15,7.02
654,Sam Pierce,OT,2019,Rice,0,0
655,Chad Hendricks,OT,2019,Old Dominion,0,0
656,Qua Stocks,WR,2019,Reinhardt,4.52,4.67
657,Jordan Murray,OT,2019,North Texas,2.32,2.36
658,Chase Gianacakos,OT,2019,Michigan State,0,0
659,Dan DiNicola,OT,2019,Massachusetts,0,0
660,Jake Largay,OT,2019,Massachusetts,1.65,1.78
661,Linwood Foy,OT,2019,Louisville,1.26,1.36
662,Danny Burns,OT,2019,Louisville,0,0
663,Michael Rodriguez,OT,2019,Louisiana Tech,2.11,2.16
664,Connor Shinsky,OT,2019,Kent State,0,0
665,J.J. Holmes,DT,2019,Kansas,0.51,0.65
666,Isi Holani,DT,2019,Kansas,1.61,1.91
667,DJ Henderson,DE,2019,Idaho,0.33,0.51
668,Brian Fineanganofo,OT,2019,Idaho State,9.67,9.55
669,Martin Dorsey,WR,2019,Holy Cross,7.05,7.32
670,Cagney Roberson,WR,2019,Oklahoma Baptist,6.02,6.28
671,Kyle Horton,WR,2019,Gardner-Webb,0.8,0.85
672,Matt Kaskey,OT,2019,Dartmouth,2.48,2.56
673,Malik Henry,WR,2019,West Georgia,7.08,7.25
674,Kurron Ramsey,FS,2019,Alabama State,2.93,3.33
675,Trey Ellis,WR,2019,Vanderbilt,3.72,3.88
676,Andres Preciado,OT,2019,Boise State,0,0
677,Vinny Papale,WR,2019,Delaware,2.9,3.17
678,Deon Sheppard,OG,2019,Tarleton State,0.61,0.83
679,Demetri Moore,OT,2019,Virginia Tech,0,0
680,Beau Benzschawel,OG,2019,Wisconsin,6.6,6.71
681,Ben Powers,OG,2019,Oklahoma,4.72,4.95
682,Garrett Brumfield,OG,2019,Louisiana State,8.02,8.05
683,Ross Pierschbacher,OG,2019,Alabama,4.93,5.07
684,Alex Bars,OG,2019,Notre Dame,0,0
685,Brandon Fanaika,OG,2019,Stanford,4.33,4.6
686,Dru Samia,OG,2019,Oklahoma,7.67,7.76
687,Jordan Sims,OG,2019,Mississippi,0.3,0.47
688,Lester Cotton,OG,2019,Alabama,3.96,4.17
689,Chris Lindstrom,OG,2019,Boston College,9.85,9.82
690,Hjalte Froholdt,OG,2019,Arkansas,9.06,9.04
691,Alex Bookser,OG,2019,Pittsburgh,0,0
692,Damian Prince,OG,2019,Maryland,1.43,1.71
693,Tanner Farmer,OG,2019,Nebraska,9.47,9.42
694,Tyler Bowling,OG,2019,Tulsa,5.65,5.89
695,Patrick Vahe,OG,2019,Texas,4.88,5.08
696,Tyler Jordan,OG,2019,Florida,1.26,1.55
697,Trevon Tate,OG,2019,Memphis,6.32,6.4
698,Blake Blackmar,OG,2019,Baylor,7.1,7.14
699,OShea Dugas,OG,2019,Louisiana Tech,3.14,3.43
700,David Beedle,OG,2019,Michigan State,1.65,1.95
701,Jerald Foster,OG,2019,Nebraska,2.31,2.64
702,Brian Wallace,OG,2019,Arkansas,0,0
703,Bruno Reagan,OG,2019,Vanderbilt,3.09,3.39
704,Foster Reznor,SS,2019,Gannon,7.2,7.34
705,Deion Calhoun,OG,2019,Mississippi State,9.35,9.31
706,Chris Brown,OG,2019,Southern California,5,5.27
707,Lukayus McNeil,OG,2019,Louisville,8.69,8.76
708,Zack Bailey,OG,2019,South Carolina,7.17,7.15
709,Trevor Wood,TE,2019,Texas A&M,1.85,1.95
710,Dallas Warmack,OG,2019,Oregon,0,0
711,Micah Kapoi,OG,2019,Wisconsin,1.11,1.36
712,Ross Williams,CB,2019,Eastern Michigan,1.21,1.47
713,Demetrius Knox,OG,2019,Ohio State,0,0
714,Chuma Edoga,OG,2019,Southern California,7.8,7.83
715,Javon Patterson,OG,2019,Mississippi,7.22,7.29
716,Wyatt Miller,OG,2019,Central Florida,4.63,4.78
717,Reggie Bain,OG,2019,Florida Atlantic,4.65,4.86
718,Joe Anderson,OG,2019,Ohio,0,0
719,Nate Davis,OG,2019,Charlotte,6.15,6.3
720,Aaron Roberts,OT,2019,Syracuse,7.83,7.52
721,Alexander Hollins,WR,2019,Eastern Illinois,6.71,6.88
722,Phil Haynes,OG,2019,Wake Forest,9.26,9.21
723,Keisean Nixon,CB,2019,South Carolina,4.02,4.23
724,Tyler Jones,OG,2019,North Carolina State,7.13,7.24
725,Patrick Mekari,OG,2019,California,4.24,4.51
726,Wes Martin,OG,2019,Indiana,7.83,7.91
727,Kenny Thomas,OG,2019,Louisville,2.44,2.73
728,Chandler Brewer,OG,2019,Middle Tennessee State,9.19,9.18
729,Will Bryan,OG,2019,Georgia Tech,4.16,4.4
730,Freddie Booth-Lloyd,DT,2019,Temple,1.51,1.81
731,Kevin Pendleton,OG,2019,Missouri,1.44,1.69
732,Micah St. Andrew,OG,2019,Fresno State,0.97,1.24
733,Mykel Traylor-Bennett,WR,2019,Akron,4.46,4.6
734,Austin Robinson,LB,2019,Houston,3.77,4.14
735,Jordan Rigg,OG,2019,Miami OH,5.27,5.46
736,Keaton Sutherland,OG,2019,Texas A&M,9.7,9.7
737,Jesse Sosebee,OG,2019,Washington,2.36,2.68
738,Delroy Baker,OG,2019,Indiana,1.61,1.9
739,Leondre James,WR,2019,Louisiana,1.47,1.6
740,Mason Denley,OG,2019,Houston,7.27,7.32
741,Carlos Johnson,OG,2019,Middle Tennessee State,0,0
742,Keegan Render,OG,2019,Iowa,5.01,5.21
743,Kammy Delp,OG,2019,Oregon State,0.2,0.3
744,Chris Miles Jr,OG,2019,North Texas,0,0
745,Andrew Mike,OG,2019,Florida,0,0
746,Marcus Applefield,OG,2019,Virginia,9.16,9.16
747,Demon Taylor,OG,2019,North Dakota,0,0
748,George Asafo-Adjei,OG,2019,Kentucky,9.03,9.06
749,Quentin Stanford,OG,2019,West Georgia,1.89,2.14
750,Corey Holmes,WR,2019,Morgan State,7.03,7.13
751,Jeremiah Culbreth,OG,2019,Georgia Southern,3.19,3.45
752,Chasz Wright,OG,2019,Penn State,9.93,9.95
753,Willie Wright,OG,2019,Tulsa,8.92,8.96
754,Kyle Ritz,OG,2019,Akron,2.74,3
755,Kani Kane,FB,2019,Delaware,1.27,1.62
756,Ryan Metz,QB,2019,Texas-El Paso,6.24,6.27
757,McKinley Loudermilk,PK,2019,Central Florida,5.1,4.87
758,Adrian Goodacre,OG,2019,Louisiana,0,0
759,TJ Smith,WR,2019,Lenoir-Rhyne,2.88,3.22
760,Chris Miller,OG,2019,Florida International,0,0
761,Solomon Brown,LB,2019,Charlotte,2.26,2.6
762,Sam McCollum,OG,2019,Miami OH,0,0
763,Daquane Wilkie,OG,2019,Florida International,0,0
764,Vitas Hrynkiewicz,OC,2019,Youngstown State,4.68,4.63
765,Aaron Jenkins,OG,2019,New Mexico,0,0
766,Robert Behanan,OG,2019,Middle Tennessee State,0,0
767,Casey Schreiner,OG,2019,Michigan State,0,0
768,Jahair Jones,OG,2019,Miami,2.43,2.74
769,Lukas Kolter,OG,2019,Massachusetts,0,0
770,Dakota Laws,OG,2019,Abilene Christian,0,0
771,James Davis,OG,2019,Alabama Birmingham,1.33,1.61
772,Christian Boettcher,OG,2019,Arizona,0,0
773,Sam Dobbs,TE,2019,Vanderbilt,0.71,0.76
774,Tevin McCaster,RB,2019,Youngstown State,0.84,1.04
775,Johnny Gibson Jr.,OG,2019,Arkansas,3.25,3.55
776,Alex Figueroa,LB,2019,Central Oklahoma,9.13,9.19
777,Will Millikan,OG,2019,Gardner-Webb,0.52,0.73
778,Kai Absheer,OG,2019,Florida International,4.83,5.07
779,Ross Reynolds,OG,2019,Iowa,9.49,9.44
780,Phillip Baptiste,WR,2019,Incarnate Word,0.28,0.38
781,Brian Thlang,OG,2019,Louisiana Monroe,0,0
782,Dalton Ferguson,OG,2019,Iowa,0,0
783,Abdul Beecham,OG,2019,Kansas State,0.94,1.16
784,Davonte James,OG,2019,Kent State,0,0
785,Deionte Noel,OG,2019,Oklahoma State,0.53,0.77
786,Malcolm Pridgeon,OG,2019,Ohio State,4.6,4.87
787,Alex Dalton,OG,2019,Oklahoma,0,0
788,Dale Brown,OG,2019,Northern Illinois,3.57,3.82
789,David Anzaldua,OG,2019,UTSA,1.01,1.26
790,Tyler Taafe,LB,2019,Toledo,3.58,3.96
791,Jerrod Heard,WR,2019,Texas,6.18,6.36
792,Casey McDermott Vai,OG,2019,Texas Christian,9.65,9.6
793,Kendrick Murphy,OG,2019,Arizona Christian,8.04,8.04
794,Malik Taylor,WR,2019,Ferris State,8.33,8.44
795,Tre Watson,RB,2019,Texas,0.41,0.61
796,Sepestiano Pupungatoa,OG,2019,South Dakota State,6.47,6.54
797,Mike Herndon,OG,2019,Pittsburgh,3.72,3.94
798,Tre King,RB,2019,Texas Tech,0.31,0.44
799,Cory Klingler,OG,2019,Rice,0,0
800,Charlie Shuman,OG,2019,Penn State,0,0
801,Charles Nelson,OG,2019,San Jose State,0,0
802,Malik Young,OG,2019,South Carolina,4.14,4.28
803,Jordan Austin,OG,2019,Southern California,3.66,3.89
804,Tony Jones,LB,2019,Texas Tech,8.18,8.32
805,Iosua Opeta,OG,2019,Weber State,9.14,9.14
806,Amanii Brown,OG,2019,West Georgia,0,0
807,Gary Moore,DE,2019,Tarleton State,1.38,1.46
808,Roman Andrus,OG,2019,Utah State,7.71,7.79
809,Egidio DellaRipa,OG,2019,Vanderbilt,0,0
810,Braxton Pfaff,OG,2019,Virginia Tech,2.03,2.36
811,Patrick Osterhage,OG,2019,Wake Forest,0,0
812,Austin Bryant,DE,2019,Clemson,0,0
813,Montez Sweat,DE,2019,Mississippi State,9.9,9.92
814,Chase Winovich,DE,2019,Michigan,8.63,8.6
815,Jaylon Ferguson,DE,2019,Louisiana Tech,5.44,5.53
816,Zach Allen,DE,2019,Boston College,5.14,5.3
817,Isaiah Buggs,DT,2019,Alabama,1.91,2.16
818,Corbin Kaufusi,DE,2019,Brigham Young,0,0
819,Ben Banogu,DE,2019,Texas Christian,9.7,9.7
820,Jonathan Ledbetter,DE,2019,Georgia,1.2,1.37
821,Byron Cowart,DT,2019,Maryland,6.42,6.66
822,David Moa,DE,2019,Boise State,0,0
823,Cece Jefferson,DE,2019,Florida,1.15,1.35
824,Carl Granderson,DE,2019,Wyoming,7.68,7.72
825,Jalen Jelks,DE,2019,Oregon,4.83,5.02
826,Jordan Brailford,DE,2019,Oklahoma State,8.49,8.47
827,Parker Hesse,DE,2019,Iowa,6.07,6.22
828,Oshane Ximines,DE,2019,Old Dominion,7.01,7.03
829,Darian Roseboro,DE,2019,North Carolina State,2.75,2.97
830,Jabril Frazier,DE,2019,Boise State,0,0
831,Jarrell Owens,DE,2019,Oklahoma State,8.56,8.53
832,Ed Rolle,CB,2019,Charlotte,4.51,4.88
833,Charles Omenihu,DE,2019,Texas,6.2,6.3
834,Jay Hayes,DE,2019,Georgia,1.71,1.97
835,Dewayne Hendrix,DE,2019,Pittsburgh,5.98,6.15
836,Matt Nelson,OT,2019,Iowa,8.44,8.27
837,Malik Dorton,DE,2019,Southern California,1.02,1.2
838,Landis Durham,DE,2019,Texas A&M,4.53,4.68
839,Jeremiah Harris,DE,2019,Eastern Michigan,6.54,6.54
840,Malik Carney,DE,2019,North Carolina,5,5.07
841,Walter Brady,DE,2019,Middle Tennessee State,3.37,3.58
842,Verkedrick Vaughns,SS,2019,Baylor,1.29,1.6
843,Wyatt Ray,DE,2019,Boston College,7.55,7.53
844,Hunter Snyder,DE,2019,Florida Atlantic,8.41,8.24
845,Joeal Williams,CB,2019,Houston,3.37,3.65
846,Kimoni Fitz,DE,2019,Cincinnati,0.62,0.8
847,Freedom Akinmoladun,DE,2019,Nebraska,5.92,6.02
848,Kevin Bronson,DE,2019,South Florida,0,0
849,Vincent Jackson,DE,2019,South Florida,0.78,0.95
850,Jason Moore,WR,2019,Findlay,9.58,9.59
851,Logan Hunt,DE,2019,Georgia Southern,0.06,0.16
852,Jermaine Sheriff,DE,2019,Florida International,0.37,0.5
853,Sam Brincks,DE,2019,Iowa,1.07,1.19
854,Andrew Clyde,DE,2019,Richmond,0,0
855,Brady Wright,DE,2019,Rice,0,0
856,Daniel Appouh,DE,2019,Old Dominion,0.3,0.45
857,Jody Fortson,TE,2019,Valdosta State,3.88,3.85
858,Ben Oxley,DE,2019,Northwestern,0,0
859,Josh Corcoran,DE,2019,Northern Illinois,2.31,2.56
860,Victor Evans,DE,2019,Mississippi,1.41,1.52
861,Cody Goldsworthy,DE,2019,Michigan Tech,0,0
862,Lawrence Marshall,DE,2019,Michigan,0.55,0.75
863,Demetrius Jackson,DE,2019,Miami,0,0
864,Jackson Dillon,DE,2019,Memphis,0,0
865,Brett Kulka,DE,2019,Maryland,0,0
866,Immanuel Turner,DE,2019,Louisiana Tech,1.49,1.65
867,Payton Hendrix,SS,2019,Texas A&M-Kingsville,4.84,5.41
868,Marquez Sanford,CB,2019,Murray State,2.15,2.48
869,Darrious Carter,DE,2019,James Madison,5.38,5.47
870,Brannon Barry,DE,2019,Illinois State,0,0
871,Dylan Carroll,DE,2019,Grand Valley State,8.87,8.81
872,Frank Iheanacho,TE,2019,Stephen F. Austin,3.69,3.75
873,JayShawn Washington,FB,2019,Southern Mississippi,2.85,3.12
874,Anree Saint-Amour,DE,2019,Georgia Tech,8.72,8.61
875,Kealand Dirks,DE,2019,Furman,0.84,0.97
876,Chris Register,DE,2019,Clemson,2.65,2.82
877,Joshuwa Holloman,RB,2019,Eastern Michigan,1.48,1.6
878,Shaun James,DE,2019,East Carolina,3.62,3.81
879,Ray Jones,SS,2019,Delaware,0.84,1.04
880,Brandon Williams,CB,2019,Buffalo,0.51,0.71
881,Chuck Harris,DE,2019,Buffalo,4.93,5.17
882,Van Edwards Jr.,RB,2019,Akron,0.82,0.99
883,Christian Wilkins,DT,2019,Clemson,8.55,8.58
884,Jerry Tillery,DT,2019,Notre Dame,9.72,9.75
885,Greg Gaines,DT,2019,Washington,6.26,6.43
886,Terry Beckner Jr,DT,2019,Missouri,2.17,2.46
887,Olive Sagapolu,DT,2019,Wisconsin,4.41,4.66
888,Daniel Wise,DT,2019,Kansas,4.48,4.68
889,Kingsley Keke,DT,2019,Texas A&M,7.98,8.06
890,Albert Huggins,DT,2019,Clemson,5.43,5.56
891,Dontavius Russell,DT,2019,Auburn,3.34,3.7
892,Ryan Bee,DT,2019,Marshall,6.38,6.44
893,Bryan Mone,DT,2019,Michigan,0.96,1.16
894,Marquise Copeland,DT,2019,Cincinnati,5.96,6.07
895,Demarcus Christmas,DT,2019,Florida State,3.31,3.49
896,Khairi Clark,DT,2019,Florida,0.67,0.89
897,Andrew Williams,DT,2019,Auburn,1.27,1.57
898,Jonathan Bonner,DT,2019,Notre Dame,8.76,8.88
899,Chris Nelson,DT,2019,Texas,1.5,1.8
900,Gerald Willis III,DT,2019,Miami,2.62,2.9
901,Daylon Mack,DT,2019,Texas A&M,4.15,4.29
902,Adrian Middleton,DT,2019,Kentucky,4.1,4.27
903,Shy Tuttle,DT,2019,Tennessee,7.11,7.21
904,Ira Lewis,DT,2019,Baylor,4.93,5.22
905,Breiden Fehoko,DT,2019,Louisiana State,0,0
906,Arthur Williams,DT,2019,Florida State,2.3,2.59
907,James Homan,WR,2019,Houston,0.56,0.67
908,Chris Slayton,DT,2019,Syracuse,7.56,7.68
909,Cortez Broughton,DT,2019,Cincinnati,8.13,8.25
910,Jeremiah Clarke,DT,2019,North Carolina,7.21,7.32
911,Bryson Bridges,DT,2019,San Jose State,6.61,6.78
912,Trey Carter,DT,2019,Oklahoma State,4.04,4.3
913,Cory Thomas,DT,2019,Mississippi State,5.7,5.77
914,Kalani Vakameilalo,DT,2019,Oregon State,1.75,1.92
915,Ricky Walker,DT,2019,Virginia Tech,4.98,5.28
916,Kyle Cerge-Henderson,DT,2019,Georgia Tech,1.3,1.61
917,Trevon Sanders,DT,2019,Troy,0.7,0.92
918,Kevin Strong Jr.,DT,2019,UTSA,2.28,2.6
919,Ray Smith,DT,2019,Boston College,9.66,9.71
920,Kevin Wilkins,DT,2019,Rutgers,4.23,4.46
921,Willie Yarbary,DT,2019,Wake Forest,5.33,5.62
922,Michael Dogbe,DT,2019,Temple,9.01,9.09
923,Ross Donelly,DT,2019,Mississippi,0.39,0.53
924,Preston Gordon,DT,2019,Texas Tech,5.47,5.64
925,Steven Leggett,DT,2019,Florida Atlantic,2.09,2.31
926,Keenan Johnson,CB,2019,Central Florida,0.57,0.77
927,Myquon Stout,DT,2019,Appalachian State,7.76,7.86
928,Carlos Thompson,WR,2019,Missouri Western,0.01,0.04
929,Brandon Tyson,DT,2019,Old Dominion,0,0
930,Pat Toal Jr,DT,2019,Old Dominion,0.21,0.31
931,Henry Isaiah Robinson,RB,2019,Mississippi Valley State,0.11,0.15
932,Andrew Payne,DT,2019,Ohio,0,0
933,Jordan Thompson,DT,2019,Northwestern,0,0
934,Roderick Young,DT,2019,North Texas,3.76,4.01
935,Tank Harris,DT,2019,North Dakota,0.16,0.28
936,Eurndraus Bryant,DT,2019,North Carolina State,0.77,0.98
937,Jalen Dalton,DT,2019,North Carolina,9.09,9.13
938,Kalei Meyer,DT,2019,Nevada,0.02,0.02
