Id,Player,Position,Year,School,RAS Score,All Time Score
12306,Mycole Pruitt,TE,2015,Southern Illinois,7.55,7.86
12307,Mykkele Thompson,FS,2015,Texas,8.46,8.79
12308,Nate Orchard,DE,2015,Utah,5.9,6.59
12309,Neal Sterling,WR,2015,Monmouth,6.62,7.4
12310,Neiron Ball,LB,2015,Florida,8.45,9.06
12311,Nelson Agholor,WR,2015,Southern California,7.38,8.05
12312,Neville Hewitt,LB,2015,Marshall,6.1,6.64
12313,Nic Demski,WR,2015,Manitoba,5.78,6.52
12314,Nick Boyle,TE,2015,Delaware,3.65,3.58
12315,Nick Dzubnar,LB,2015,Cal Poly,0.87,1.71
12316,Nick Easton,OC,2015,Harvard,9.38,9.52
12317,Nick Harwell,WR,2015,Kansas,6.5,7.12
12318,Nick Marshall,QB,2015,Auburn,9.32,9.43
12319,Nick O'Leary,TE,2015,Florida State,1.65,1.83
12320,Obum Gwacham,DE,2015,Oregon State,8.85,8.84
12321,Olsen Pierre,DT,2015,Miami,4.61,5.53
12322,Owamagbe Odighizuwa,DE,2015,UCLA,9.71,9.8
12323,P.J. Williams,CB,2015,Florida State,7.27,7.87
12324,Patrick Miller,OT,2015,Auburn,5.21,5.14
12325,Paul Dawson,LB,2015,Texas Christian,1.29,2.27
12326,Paul Lasike,FB,2015,Brigham Young,4.08,4.96
12327,Philip Enchill,WR,2015,Montreal,0.96,1.32
12328,Phillip Dorsett,WR,2015,Miami,8.47,8.69
12329,Preston Smith,DE,2015,Mississippi State,9.8,9.85
12330,Quan Bray,WR,2015,Auburn,4.71,5.56
12331,Quandre Diggs,FS,2015,Texas,2.23,3.41
12332,Quayshawn Nealy,LB,2015,Georgia Tech,6.25,7.06
12333,Quinn Lawlor,OG,2015,Brigham Young,3.84,4.66
12334,Quinten Rollins,CB,2015,Miami OH,4.71,5.47
12335,Quinton Dunbar,WR,2015,Florida,7.78,8.18
12336,Quinton Spain,OG,2015,West Virginia,9.35,9.4
12337,Raheem Mostert,RB,2015,Purdue,9.37,9.6
12338,Rakeem Nunez-Roches,DT,2015,Southern Mississippi,8.42,8.8
12339,Ramik Wilson,LB,2015,Georgia,4.02,5.04
12340,Randall Evans,CB,2015,Kansas State,6.38,7.01
12341,Randall Telfer,TE,2015,Southern California,0,0
12342,Randy Gregory,DE,2015,Nebraska,9.78,9.76
12343,Rannell Hall,WR,2015,Central Florida,7.4,8.07
12344,Rashad Greene,WR,2015,Florida State,5.37,6.06
12345,Rasheed Bailey,WR,2015,Delaware Valley,3.14,3.83
12346,Ray Vinopal,SS,2015,Pittsburgh,6.26,7.5
12347,Reese Dismukes,OC,2015,Auburn,1.76,2.18
12348,Reggie Bell,WR,2015,San Diego,7.88,8.39
12349,Reshard Cliett,LB,2015,South Florida,7.86,8.27
12350,Richard Ash,DT,2015,Western Michigan,0.59,1.25
12351,Ricky Osei-Kusi,DE,2015,Western,1.82,2.17
12352,Rob Crisp,OT,2015,North Carolina State,7.69,7.43
12353,Rob Havenstein,OT,2015,Wisconsin,2.36,2.5
12354,Robenson Therezie,SS,2015,Auburn,7.91,8.81
12355,Robert Myers,OG,2015,Tennessee State,3.89,4.83
12356,Robertson Daniel,CB,2015,Brigham Young,8.73,9.02
12357,Rod Smith,RB,2015,Ohio State,0,0
12358,Rodney Gunter,DT,2015,Delaware State,7.48,7.88
12359,Ron Omara,LB,2015,St. Francis Xavier,5.21,6.05
12360,Ronald Darby,CB,2015,Florida State,9.1,9.32
12361,Ronald Martin,SS,2015,Louisiana State,2.62,4.29
12362,Ronnie Shields,TE,2015,Kentucky,4.24,4.07
12363,Rory Anderson,TE,2015,South Carolina,0,0
12364,Rory Connop,DE,2015,Western,0.9,1.36
12365,Ross Scheuerman,RB,2015,Lafayette,4.47,5.2
12366,Ross Travis,TE,2015,Penn State,0,0
12367,Ryan Delaire,DE,2015,Towson,5.36,6.02
12368,Ryan Murphy,FS,2015,Oregon State,9.58,9.61
12369,Ryan Russell,DE,2015,Purdue,8.76,8.93
12370,Sammie Coates,WR,2015,Auburn,9.86,9.92
12371,SaQwan Edwards,CB,2015,New Mexico,7.58,7.91
12372,Sean Hickey,OT,2015,Syracuse,6.91,6.79
12373,Sean Mannion,QB,2015,Oregon State,3.18,3.11
12374,Sean McEwan,OC,2015,Calgary,7,7.17
12375,Senquez Golson,CB,2015,Mississippi,4.38,5.14
12376,Shakim Phillips,WR,2015,Boston College,9.37,9.61
12377,Shane Carden,QB,2015,East Carolina,2.61,2.7
12378,Shane McDermott,OC,2015,Miami,6.66,6.87
12379,Shane Ray,DE,2015,Missouri,5.23,5.9
12380,Shane Wynn,RB,2015,Indiana,6.78,7.22
12381,Shaq Mason,OC,2015,Georgia Tech,9.16,9.17
12382,Shaq Thompson,LB,2015,Washington,5.75,6.36
12383,Shaquille Murray-Lawrence,RB,2015,UNLV,6.59,6.81
12384,Shaquille Riddick,DE,2015,West Virginia,9.55,9.55
12385,Stefon Diggs,WR,2015,Maryland,5.66,6.39
12386,Stephone Anthony,LB,2015,Clemson,9.91,9.92
12387,Steven Nelson,CB,2015,Oregon State,7.03,7.48
12388,Sukh Chungh,OT,2015,Calgary,6.46,6.21
12389,T.J. Clemmings,OT,2015,Pittsburgh,8.33,8.2
12390,T.J. Yeldon,RB,2015,Alabama,7.05,7.52
12391,T.Y. McGill,DT,2015,North Carolina State,6,6.49
12392,Taiwan Jones,LB,2015,Michigan State,3.92,4.75
12393,Takoby Cofield,OT,2015,Duke,4.54,4.41
12394,Taurean Nixon,CB,2015,Tulane,7.96,8.33
12395,Tavaris Barnes,DE,2015,Clemson,4.77,5.47
12396,Taylor Heinicke,QB,2015,Old Dominion,9.16,9.28
12397,Tayo Fabuluje,OT,2015,Texas Christian,3.14,3.21
12398,Terrell Watson,RB,2015,Azusa Pacific,8,8.2
12399,Terrence Magee,RB,2015,Louisiana State,3.63,4.13
12400,Terron Ward,RB,2015,Oregon State,2.28,2.76
12401,Terry Poole,OT,2015,San Diego State,7.75,7.59
12402,Terry Williams,DT,2015,East Carolina,1.02,1.8
12403,Tevaughn Campbell,CB,2015,Regina,8.06,8.15
12404,Tevin Coleman,RB,2015,Indiana,9.72,9.79
12405,Tevin McDonald,FS,2015,Eastern Washington,2.5,3.86
12406,Tevin Mitchel,CB,2015,Arkansas,7.07,7.65
12407,Tevin Westbrook,TE,2015,Florida,2.93,2.98
12408,Thomas Rawls,RB,2015,Central Michigan,2.08,2.89
12409,Thurston Armbrister,LB,2015,Miami,6.6,7.3
12410,Tim Scott,FS,2015,North Carolina,4.51,5.46
12411,Tim Semisch,TE,2015,Northern Illinois,3.91,3.81
12412,Titus Davis,WR,2015,Central Michigan,4.08,4.83
12413,Toby Johnson,DT,2015,Georgia,2.66,3.86
12414,Todd Gurley,RB,2015,Georgia,0,0
12415,Tony Lippett,WR,2015,Michigan State,3.99,4.8
12416,Tony Steward,LB,2015,Clemson,8.27,8.71
12417,Tony Washington,LB,2015,Oregon,2.66,3.51
12418,Torrian Wilson,OG,2015,Central Florida,4.2,5.09
12419,Trae Waynes,CB,2015,Michigan State,8.38,8.65
12420,Travell Dixon,CB,2015,Washington,3.7,4.22
12421,Travis Raciti,DT,2015,San Jose State,7.03,7.49
12422,Tray Walker,CB,2015,Texas Southern,8.43,8.83
12423,Tre' Jackson,OG,2015,Florida State,1.12,1.94
12424,Tre McBride,WR,2015,William & Mary,9.56,9.7
12425,Trent Brown,OT,2015,Florida,3.69,3.59
12426,Trenton Brown,OG,2015,Florida,3.61,4.53
12427,Trevor Roach,LB,2015,Nebraska,8.95,9.2
12428,Trevor Siemian,QB,2015,Northwestern,0,0
12429,Trey Depriest,LB,2015,Alabama,1.55,2.12
12430,Trey Flowers,DE,2015,Arkansas,5.67,6.26
12431,Trey Williams,RB,2015,Texas A&M,6.21,6.46
12432,Trovon Reed,CB,2015,Auburn,3.67,4.44
12433,Troy Hill,CB,2015,Oregon,2.9,3.62
12434,Ty Montgomery,WR,2015,Stanford,7.75,8.45
12435,Ty Sambrailo,OT,2015,Colorado State,5.89,5.89
12436,Tye Smith,CB,2015,Towson,7.24,7.63
12437,Tyeler Davison,DT,2015,Fresno State,6.9,7.46
12438,Tyler Kroft,TE,2015,Rutgers,6.82,6.98
12439,Tyler Lockett,WR,2015,Kansas State,7.71,7.98
12440,Tyler Murphy,QB,2015,Boston College,9.01,9.29
12441,Tyler Slavin,WR,2015,New Mexico Highlands,3.68,4.7
12442,Tyler Varga,FB,2015,Yale,7.02,7.37
12443,Tyreek Burwell,OT,2015,Cincinnati,9.34,9.26
12444,Tyrell Adams,LB,2015,West Georgia,5.82,6.57
12445,Tyrell Williams,WR,2015,Western Oregon,9.89,9.92
12446,Tyrus Thompson,OT,2015,Oklahoma,4.34,4.39
12447,Vernon Johnson,WR,2015,Texas A&M-Commerce,5.85,6.19
12448,Vic Beasley,DE,2015,Clemson,9.87,9.88
12449,Vince Mayle,WR,2015,Washington State,4.63,5.45
12450,Wes Saxton,TE,2015,Southern Alabama,5.94,6.12
12451,Will Tye,TE,2015,Stony Brook,6.25,6.25
12452,William Langlais,RB,2015,Sherbrooke,3.28,3.43
12453,Xavier Cooper,DT,2015,Washington State,9.54,9.65
12454,Xavier Rush,WR,2015,Tulane,1.67,1.97
12455,Xavier Williams,DT,2015,Northern Iowa,2.1,3.05
12456,Xzavier Dickson,LB,2015,Alabama,2.48,3.02
12457,Yannik Cudjoe-Virgil,LB,2015,Maryland,6.92,7.36
12458,Zach Hodges,DE,2015,Harvard,6.79,7.23
12459,Zach Vigil,LB,2015,Utah State,6.95,7.59
12460,Zach Wagenmann,DE,2015,Montana,5.92,6.3
12461,Zach Zenner,RB,2015,South Dakota State,8.39,8.69
12462,Zack Hodges,LB,2015,Harvard,7.53,7.77
12463,Zack Wagenmann,DE,2015,Montana,5.82,6.19
12464,Za'Darius Smith,DE,2015,Kentucky,3.73,4.38
12465,Zaire Anderson,LB,2015,Nebraska,3.6,4.48
12466,Nick Temple,LB,2015,Cincinnati,4.64,5.25
12467,James Vaughters,LB,2015,Stanford,4.78,5.37
12468,Justin DuVernois,PK,2015,Illinois,5.41,5.51
12469,Darragh ONeill,PK,2015,Colorado,8.67,8.56
12470,Sam Irwin-Hill,PK,2015,Arkansas,4.08,3.74
12471,Matt Hubbard,PK,2015,Georgia State,0,0
12472,C.J. Laros,PK,2015,Illinois State,0.41,0.8
12473,Pablo Beltran,PK,2015,Navy,0,0
12474,Luke Allen,PK,2015,Stony Brook,0,0
12475,Alec Vozenilek,PK,2015,Virginia,4.49,4.44
12476,Kyle Brindza,PK,2015,Notre Dame,0,0
12477,Alex Catron,PK,2015,Coastal Carolina,7.86,7.75
12478,Kyle Clinton,PK,2015,Ohio State,9.69,9.57
12479,Nick Diaz,PK,2015,Utah State,1.84,1.66
12480,Adam Keller,PK,2015,North Dakota State,0,0
12481,Thomas Kinney,PK,2015,Southern Illinois,0,0
12482,James Langford,PK,2015,California,0,0
12483,Will Oliver,PK,2015,Colorado,0.2,0.27
12484,Justin Syrovatka,PK,2015,South Dakota State,0,0
12485,Rick Lovato,LS,2015,Old Dominion,0,0
12486,Al Harris,CB,2016,Texas AM Kingsville,0,0
12487,Tony McRae,CB,2016,North Carolina A&T,2.84,3.58
12488,A.J. Cruz,CB,2016,Brown,7.58,8.01
12489,A.J. Hendy,FS,2016,Maryland,9.52,9.6
12490,A.J. Stamps,FS,2016,Kentucky,0.28,1.23
12491,Aaron Burbridge,WR,2016,Michigan State,2.78,3.47
12492,Aaron Epps,OT,2016,Louisville,4.2,4.11
12493,Aaron Green,RB,2016,Texas Christian,8.37,8.62
12494,Aaron Neary,OG,2016,Eastern Washington,8.5,8.74
12495,Aaron Wallace,LB,2016,UCLA,9.41,9.52
12496,Adairius Barnes,CB,2016,Louisiana Tech,7.97,8.3
12497,Adam Fuehne,TE,2016,Southern Illinois,5.12,5.44
12498,Adam Gotsis,DT,2016,Georgia Tech,0,0
12499,Adam Redmond,OT,2016,Harvard,7.28,7.06
12500,Adolphus Washington,DT,2016,Ohio State,1.7,2.96
12501,Adrian Bellard,OT,2016,Texas State,0.58,0.66
12502,Adrian McDonald,SS,2016,Houston,0.19,1
12503,Akil Blount,LB,2016,Florida A&M,9.49,9.56
12504,Alan Cross,FB,2016,Memphis,1.54,2.27
12505,Alex Balducci,DT,2016,Oregon,9.2,9.5
12506,Alex Chisum,WR,2016,Cincinnati,7.44,8.19
12507,Alex Collins,RB,2016,Arkansas,2.96,3.35
12508,Alex Cooper,OT,2016,Houston,3.93,3.83
12509,Alex Ellis,TE,2016,Tennessee,9.05,9.31
12510,Alex Erickson,WR,2016,Wisconsin,6.94,7.54
12511,Alex Fifita,OG,2016,Fresno State,6.29,7.01
12512,Alex Lewis,OT,2016,Nebraska,7.26,7.1
12513,Alex McCalister,DE,2016,Florida,9.31,9.16
12514,Alex Ogbongbemiga,LB,2016,Calgary,1.09,2.03
12515,Alex Redmond,OG,2016,UCLA,6.42,6.99
12516,Alex Wells,SS,2016,Temple,1.37,3.15
12517,Alonzo Russell,WR,2016,Toledo,2.58,3.45
12518,Alstevis Squirewell,FB,2016,Newberry,4.04,4.74
12519,Amir Carlisle,WR,2016,Southern California,3.85,4.71
12520,Andre Davis,WR,2016,Kansas State,4.7,5.69
12521,Andrew Adams,FS,2016,Connecticut,6.43,7.24
12522,Andrew Billings,DT,2016,Baylor,5.15,5.9
12523,Andrew McDonald,OT,2016,Indiana,6.98,6.89
12524,Andrew Williamson,FS,2016,Vanderbilt,8.27,8.71
12525,Andrew Zeller,OG,2016,Maryland,9.74,9.71
12526,Andy Janovich,FB,2016,Nebraska,8.11,8.6
12527,Andy Jones,WR,2016,Jacksonville,8.8,9.22
12528,Anthony Bilal,RB,2016,Lake Erie,4.12,4.76
12529,Anthony Brown,CB,2016,Purdue,7.9,8.31
12530,Anthony Fabiano,OG,2016,Harvard,9.78,9.75
12531,Anthony Kelly,WR,2016,Kutztown,7.67,8.12
12532,Anthony Lanier,DE,2016,Alabama A&M,5.15,5.8
12533,Anthony Norris,TE,2016,Southern Utah,4.75,5.19
12534,Anthony Thompson,CB,2016,Southern Illinois,0,0
12535,Anthony Zettel,DE,2016,Penn State,6.4,6.92
12536,Antonio Glover,SS,2016,Georgia Southern,5.6,6.74
12537,Antonio Hamilton,CB,2016,South Carolina State,7.88,8.36
12538,Antonio Longino,LB,2016,Arizona State,5.35,6.18
12539,Antonio Morrison,LB,2016,Florida,0.2,0.71
12540,Antwane Grant,WR,2016,Western Kentucky,2.8,3.47
12541,Antwaun Woods,DT,2016,Southern California,6.26,6.59
12542,Antwione Williams,LB,2016,Georgia Southern,4.94,5.66
12543,Arjen Colquhoun,CB,2016,Michigan State,3.4,4.37
12544,Artie Burns,CB,2016,Miami,5,5.73
12545,Arturo Uzdavinis,OT,2016,Tulane,3.98,4.09
12546,A'Shawn Robinson,DT,2016,Alabama,3.43,4.6
12547,Austin Blythe,OC,2016,Iowa,5.76,6.1
12548,Austin Brown,DT,2016,Miami,8.91,9.15
12549,Austin Hooper,TE,2016,Stanford,8.15,8.5
12550,Austin Johnson,DT,2016,Penn State,1.94,3.14
12551,Austin Traylor,TE,2016,Wisconsin,1.91,2.06
12552,Avery Young,OT,2016,Auburn,2.46,2.52
12553,Aziz Shittu,DT,2016,Stanford,3.32,4.39
12554,Beau Sandland,TE,2016,Montana State,8.73,9.04
12555,Ben Braunecker,TE,2016,Harvard,8.83,9
12556,Ben Clarke,OG,2016,Hawaii,2.68,3.53
12557,Ben McCord,TE,2016,Central Michigan,2.79,2.82
12558,Ben Roberts,WR,2016,Montana,4.04,4.94
12559,Beniquez Brown,LB,2016,Mississippi State,2.93,4
12560,Bennett Okotcha,CB,2016,UTSA,1.04,1.54
12561,BJ Goodson,LB,2016,Clemson,7.62,8.01
12562,Blake Countess,CB,2016,Auburn,7.94,8.42
12563,Blake Frohnapfel,QB,2016,Massachusetts,7.93,7.93
12564,Blake Martinez,LB,2016,Stanford,6.42,7.01
12565,Blake Muir,OG,2016,Baylor,9.97,9.99
12566,Bobo Beathard,WR,2016,Appalachian State,1.57,2.1
12567,Boston Stiverson,OG,2016,Kansas State,5.18,5.81
12568,Boyd Richardson,DE,2016,British Columbia,3.42,4.3
12569,Braedon Bowman,TE,2016,South Alabama,8.22,8.37
12570,Bralon Addison,WR,2016,Oregon,3.13,3.92
12571,Branden Jackson,DE,2016,Texas Tech,1.85,2.42
12572,Brandin Bryant,DT,2016,Florida Atlantic,9.52,9.59
12573,Brandon Allen,QB,2016,Arkansas,4.61,4.67
12574,Brandon Brown-Dukes,RB,2016,Mercyhurst,3.7,4.34
12575,Brandon Burks,RB,2016,Troy,8.64,8.97
12576,Brandon Chubb,LB,2016,Wake Forest,7.84,8.31
12577,Brandon Doughty,QB,2016,Western Kentucky,0.51,0.51
12578,Brandon Dunn,DT,2016,Louisville,2.37,3.48
12579,Brandon Hutchison,LB,2016,Michigan Tech,7.92,8.26
12580,Brandon Shell,OT,2016,South Carolina,9.38,9.36
12581,Brandon Shippen,WR,2016,Temple,5.48,6.26
12582,Brandon Wilds,RB,2016,South Carolina,8.47,8.89
12583,Brandon Williams,CB,2016,Texas A&M,8.11,8.38
12584,Brandon Zylstra,WR,2016,Concordia,3.89,4.68
12585,Braxton Miller,WR,2016,Ohio State,8.59,8.77
12586,Brennan Scarlett,LB,2016,Stanford,5.53,5.91
12587,Brennan Van Nistelrooy,SS,2016,Okanagan,3.77,5.57
12588,Brett Blaszko,WR,2016,Calgary,3.39,3.92
12589,Brian Dixon,CB,2016,Northwest Missouri State,5.73,6.21
12590,Brian Jones,WR,2016,Acadia,7.03,7.76
12591,Brian Poole,CB,2016,Florida,3.36,4.04
12592,Brian Randolph,SS,2016,Tennessee,6.75,7.91
12593,Briean Boddy-Calhoun,CB,2016,Minnesota,4.28,5.15
12594,Bronson Kaufusi,DE,2016,Brigham Young,8.02,8.08
12595,Bruce Johnson,OC,2016,Maine,9.19,9.24
12596,Bryce Treggs,WR,2016,California,7.64,8.29
12597,Bryce Williams,TE,2016,East Carolina,4.06,4.29
12598,Bryson Albright,DE,2016,Miami OH,7.95,7.92
12599,Bryson Keeton,CB,2016,Montana state,7.38,7.84
12600,Byron Marshall,WR,2016,Oregon,2.68,3.49
12601,C.J. Johnson,LB,2016,Mississippi,0.79,1.5
12602,C.J. Prosise,RB,2016,Notre Dame,8.07,8.57
12603,Caleb Azubike,DE,2016,Vanderbilt,6.07,6.51
12604,Caleb Benenoch,OT,2016,UCLA,5.83,5.77
12605,Calvin Huertelou,DT,2016,Miami,1.57,2.73
12606,Cardale Jones,QB,2016,Ohio State,9.61,9.5
12607,Carl Nassib,DE,2016,Penn State,7.8,7.89
12608,Carlos Wiggins,WR,2016,New Mexico,6.06,6.68
12609,Carlos Wray,DT,2016,Duke,7.1,7.59
12610,Carson Wentz,QB,2016,North Dakota State,9.63,9.66
12611,Cassanova McKinzy,LB,2016,Auburn,4.94,5.57
12612,Cavellis Luckett,LB,2016,Middle Tennessee State,5.23,5.66
12613,Cayleb Jones,WR,2016,Arizona,2.87,3.68
12614,Cedric ONeal,RB,2016,Valdosta State,5.25,6.18
12615,Channing Ward,DE,2016,Mississippi,3.29,4.05
12616,Charles James,CB,2016,Charleston Southern,3.94,4.9
12617,Charles Tapper,DE,2016,Oklahoma,9.29,9.32
12618,Charles Vaillancourt,OC,2016,Laval,4.91,5.6
12619,Charles Washington,CB,2016,Fresno State,6.63,7.03
12620,Charone Peake,WR,2016,Clemson,5.76,6.62
12621,Chase Farris,OG,2016,Ohio State,4.19,5.15
12622,Chester Rogers,WR,2016,Grambling State,7.48,8.02
12623,Chris Brown,WR,2016,Notre Dame,5.36,6.08
12624,Chris Edwards,LB,2016,Idaho,9.03,9.14
12625,Chris Hubert,WR,2016,Fayetteville State,0.71,0.98
12626,Chris Jones,DT,2016,Mississippi State,8.42,8.74
12627,Chris King,WR,2016,Duquesne,4.34,5.42
12628,Chris Landrum,DE,2016,Jacksonville State,3.43,4.2
12629,Chris Mayes,DT,2016,Georgia,4.32,4.95
12630,Chris Milton,CB,2016,Georgia Tech,4.88,5.61
12631,Chris Moore,WR,2016,Cincinnati,7.95,8.57
12632,Chris Swain,FB,2016,Navy,3.61,4.45
12633,Christian French,LB,2016,Oregon,6.72,7.14
12634,Christian Hackenberg,QB,2016,Penn State,8.26,8.46
12635,Christian Westerman,OG,2016,Arizona State,6.7,7.06
12636,Chuckie Keeton,QB,2016,Utah State,5.16,5.19
12637,C.J. Ham,RB,2016,Augustana,6.16,6.72
12638,CJ Johnson,LB,2016,Mississippi,0.23,0.8
12639,CJ Smith,CB,2016,North Dakota State,5.15,6.03
12640,Claude Pelon,DT,2016,Southern California,8.01,8.4
12641,Claudell Louis,DT,2016,Fresno State,5.09,5.99
12642,Clay Debord,OT,2016,Eastern Washington,9,8.87
12643,Clayton Fejedelem,SS,2016,Illinois,7.36,8.44
12644,Cleveland Wallace,CB,2016,San Jose State,2.22,3.02
12645,Cody Core,WR,2016,Mississippi,7.39,8.03
12646,Cody Kessler,QB,2016,Southern California,4.09,4.03
12647,Cody Riggs,CB,2016,Notre Dame,4.84,5.34
12648,Cody Whitehair,OG,2016,Kansas State,7.99,8.11
12649,Cole Toner,OT,2016,Harvard,5.05,5
12650,Cole Wick,TE,2016,Incarnate Word,7.4,7.7
12651,Connor Cook,QB,2016,Michigan State,7.52,7.78
12652,Connor McGovern,OG,2016,Missouri,9.87,9.91
12653,Connor Wujciak,DT,2016,Boston College,9.41,9.48
12654,Corey Coleman,WR,2016,Baylor,9.66,9.69
12655,Corey Tindal,CB,2016,Marshall,4.86,5.67
12656,Cory James,LB,2016,Colorado State,6.86,7.41
12657,Cory Johnson,DT,2016,Kentucky,5.43,6.18
12658,Cory Littleton,LB,2016,Washington,5.04,5.8
12659,Cre'Von LeBlanc,CB,2016,Florida Atlantic,1.98,2.88
12660,Curt Maggitt,LB,2016,Tennessee,0,0
12661,Curtis Newton,LB,2016,Guelph,0.13,0.51
12662,Curtis Riley,CB,2016,Fresno State,9.1,9.23
12663,Cyrus Jones,CB,2016,Alabama,6.62,7.26
12664,D.J. Foster,RB,2016,Arizona State,6.5,6.85
12665,D.J. White,CB,2016,Georgia Tech,5.03,5.85
12666,Dadi Nicolas,DE,2016,Virginia Tech,5.69,5.94
12667,Daje Johnson,WR,2016,Texas,8.04,8.15
12668,Dak Prescott,QB,2016,Mississippi State,8.22,8.4
12669,Dan Vitale,FB,2016,Northwestern,9.89,9.94
12670,Daniel Braverman,WR,2016,Western Michigan,2.55,3.29
12671,Daniel Davie,CB,2016,Nebraska,8.79,8.97
12672,Daniel Lasco,RB,2016,California,9.61,9.74
12673,Daniel Tshiamala,LB,2016,St. Francis Xavier,1.07,1.94
12674,Danny Anthrop,WR,2016,Purdue,6.2,6.84
12675,Darian Thompson,FS,2016,Boise State,1.64,2.72
12676,Darien Harris,LB,2016,Michigan State,3.46,4.21
12677,Darion Griswold,TE,2016,North Carolina State,1.99,2.15
12678,Darion Monroe,SS,2016,Tulane,2.19,4.1
12679,Darius Hillary,CB,2016,Wisconsin,4.12,5
12680,Darius Jackson,RB,2016,Eastern Michigan,9.85,9.94
12681,Darius Latham,DT,2016,Indiana,2.35,3.43
12682,Darius Powe,WR,2016,California,7.87,8.53
12683,Darius White,CB,2016,California,1.12,1.5
12684,Darrell Greene,OG,2016,San Diego State,3.78,4.52
12685,Darreon Herring,LB,2016,Vanderbilt,6.6,7.22
12686,Darrin Peterson,WR,2016,Liberty,5.57,6.23
12687,Darron Lee,LB,2016,Ohio State,8.54,9.02
12688,Daryl Worley,CB,2016,West Virginia,5.45,6.31
12689,David Dean,DT,2016,Virginia,6.97,7.65
12690,David Glidden,WR,2016,Oklahoma State,0.97,1.39
12691,David Grinnage,TE,2016,North Carolina State,1.08,1.22
12692,David Mims II,CB,2016,Texas State,2.5,3.35
12693,David Moala,DT,2016,Utah State,0.91,1.96
12694,David Morgan,TE,2016,UTSA,5.3,5.43
12695,David Onyemata,DT,2016,Manitoba,9.49,9.69
12696,David Reeves,TE,2016,Duke,7.29,7.59
12697,David Richards,WR,2016,Arizona,3.06,3.78
12698,Davonte Allen,WR,2016,Marshall,8.57,9
12699,Davonte Lambert,DT,2016,Auburn,4.39,5.15
12700,Dean Lowry,DE,2016,Northwestern,8.62,8.65
12701,DeAndre Elliott,CB,2016,Colorado State,7.23,7.67
12702,Deandre Houston-Carson,FS,2016,William & Mary,3.92,5.2
12703,DeAndre Reaves,WR,2016,Marshall,3.11,3.8
12704,DeAndre Washington,RB,2016,Texas Tech,7.31,7.86
12705,Deforest Buckner,DE,2016,Oregon,3.95,4.53
12706,Deion Jones,LB,2016,Louisiana State,6.24,6.86
12707,Deiondre' Hall,CB,2016,Northern Iowa,4.72,5.31
12708,Delvin Simmons,DT,2016,Southern California,0.57,1.2
12709,Demarcus Ayers,WR,2016,Houston,0.89,1.23
12710,Demarcus Robinson,WR,2016,Florida,5.86,6.65
12711,Demetris Anderson,DT,2016,Central Florida,0.48,1.19
12712,Demetrius Cherry,DT,2016,Arizona State,0.8,1.41
12713,Dennis Parks,WR,2016,Rice,3.71,4.28
12714,Denver Kirkland,OT,2016,Arkansas,0.2,0.31
12715,Denzel Philip,DE,2016,Eastern New Mexico,0.06,0.28
12716,Denzell Perine,LB,2016,Florida International,4.08,4.84
12717,Deon Bush,FS,2016,Miami,5.09,6.23
12718,Deon King,LB,2016,Norfolk State,4,4.88
12719,Deonte Gibson,DE,2016,Northwestern,7.16,7.42
12720,Deontrae Cooper,RB,2016,Colorado State Pueblo,5.3,6.2
12721,Derek Watt,FB,2016,Wisconsin,7.65,7.87
12722,Derrick Henry,RB,2016,Alabama,8.77,9.04
12723,Derrick Kindred,SS,2016,Texas Christian,7.62,8.65
12724,DeRunnya Wilson,WR,2016,Mississippi State,1.2,1.38
12725,Desmond Morgan,LB,2016,Michigan,2.62,3.6
12726,Destiny Vaeao,DT,2016,Washington State,7.26,7.81
12727,Devante Bond,LB,2016,Oklahoma,7.54,8.1
12728,De'Vante Harris,CB,2016,Texas A&M,4.87,5.48
12729,Devaunte Sigler,DT,2016,Jacksonville State,1.25,2.35
12730,Devin Fuller,WR,2016,UCLA,8.34,8.67
12731,Devin Lucien,WR,2016,Arizona State,6.69,7.54
12732,Devon Cajuste,WR,2016,Stanford,7.64,8.18
12733,Devon Johnson,RB,2016,Marshall,5.65,6.25
12734,Devon Stewart,RB,2016,McGill,1.07,1.35
12735,DeVondre Campbell,LB,2016,Minnesota,6.22,6.76
12736,Devonta Burns,FS,2016,Texas A&M,4.01,5.22
12737,Devontae Booker,RB,2016,Utah,0,0
12738,Devonte Johnson,CB,2016,Weber State,5.29,6.14
12739,Devonte Robinson,WR,2016,Utah State,7.71,8.08
12740,Dez Stewart,WR,2016,Ohio Dominican,8.09,8.71
12741,Dillon Lee,LB,2016,Alabama,3.6,4.53
12742,DJ Foster,RB,2016,Arizona State,6.5,6.85
12743,DJ Lalama,LB,2016,Manitoba,2.79,3.77
12744,DJ Pettway,DE,2016,Alabama,0.73,1.32
12745,DJ Reader,DT,2016,Clemson,2.98,4.03
12746,Dom Williams,WR,2016,Washington State,8.3,8.83
12747,Dominick Jackson,OG,2016,Alabama,2.13,2.99
12748,Dominique Alexander,LB,2016,Oklahoma,0.82,1.55
12749,Dominique Robertson,OT,2016,West Georgia,4.05,3.96
12750,Dominique Tovell,LB,2016,Louisiana,8.96,9.26
12751,Dominique Williams,WR,2016,Washington State,7.14,7.81
12752,Don Cherry,LB,2016,Villanova,2.3,3.13
12753,Don Jackson,RB,2016,Nevada,6.06,6.92
12754,Donald Tabor,RB,2016,St. Francis Xavier,1.82,2.22
